COL.,DATA TYPE  ,,,,,,,,,,,,,,,
1,Date Time (AST),,,,,,,,,,,,,,,
2,0-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
3,5-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
4,10-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
5,15-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
6,20-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
7,40-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
8,60-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
9,80-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
10,100-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
11,120-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
12,135-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
13,150-cm Depth Soil Temperature (degrees C),,,,,,,,,,,,,,,
,"NOTE:,6999 DENOTES MISSING DATA OR INVALID DATA",,,,,,,,,,,,,,,
,",7777 DENOTES UNCOLLECTED DATA ",,,,,,,,,,,,,,,
ID,Year,Month,Day,Hour,Depth.0.cm,Depth.5.cm,Depth.10.cm,Depth.15.cm,Depth.20.cm,Depth.40.cm,Depth.60.cm,Depth.80.cm,Depth.100.cm,Depth.120.cm,Depth.135.cm,Depth.150.cm
3322,2011,5,19,9,-2.256,-2.531,-3.088,-3.2,-3.37,-4.352,-5.007,-5.616,7777,-5.801,-5.801,-6.239
3323,2011,5,19,10,-2.147,-2.476,-3.088,-3.2,-3.313,-4.352,-5.007,-5.616,7777,-5.863,-5.863,-6.239
3324,2011,5,19,11,-2.029,-2.357,-3.022,-3.134,-3.304,-4.343,-5.057,-5.605,7777,-5.853,-5.853,-6.228
3325,2011,5,19,12,-1.671,-2.103,-2.874,-3.042,-3.211,-4.304,-5.017,-5.565,7777,-5.812,-5.812,-6.186
3326,2011,5,19,13,-1.225,-1.81,-2.628,-2.906,-3.131,-4.279,-4.991,-5.599,7777,-5.847,-5.847,-6.221
3327,2011,5,19,14,-1.067,-1.649,-2.573,-2.795,-3.074,-4.279,-4.991,-5.599,7777,-5.846,-5.846,-6.221
3328,2011,5,19,15,-0.507,-1.342,-2.31,-2.695,-2.974,-4.174,-4.943,-5.55,7777,-5.797,-5.797,-6.234
3329,2011,5,19,16,-0.269,-0.577,-1.627,-2.44,-2.883,-4.196,-4.966,-5.573,7777,-5.82,-5.82,-6.258
3330,2011,5,19,17,-0.196,-0.503,-1.711,-2.252,-2.692,-4.112,-4.939,-5.546,7777,-5.792,-5.792,-6.229
3331,2011,5,19,18,-0.304,-0.716,-1.771,-2.204,-2.588,-4.061,-4.888,-5.493,7777,-5.801,-5.801,-6.176
3332,2011,5,19,19,-0.295,-0.707,-1.709,-2.086,-2.524,-4.053,-4.879,-5.485,7777,-5.793,-5.793,-6.167
3333,2011,5,19,20,-0.403,-0.713,-1.608,-2.038,-2.42,-3.944,-4.887,-5.493,7777,-5.801,-5.801,-6.176
3334,2011,5,19,21,-0.465,-0.724,-1.566,-1.942,-2.323,-3.9,-4.841,-5.447,7777,-5.755,-5.755,-6.191
3335,2011,5,19,22,-0.517,-0.724,-1.513,-1.834,-2.269,-3.842,-4.842,-5.448,7777,-5.756,-5.756,-6.13
3336,2011,5,19,23,-0.574,-0.729,-1.519,-1.84,-2.22,-3.792,-4.85,-5.456,7777,-5.826,-5.826,-6.201
3337,2011,5,20,0,-0.609,-0.764,-1.502,-1.823,-2.148,-3.774,-4.832,-5.499,7777,-5.807,-5.807,-6.183
3338,2011,5,20,1,-0.631,-0.735,-1.525,-1.739,-2.117,-3.741,-4.798,-5.464,7777,-5.773,-5.773,-6.21
3339,2011,5,20,2,-0.631,-0.735,-1.471,-1.739,-2.063,-3.626,-4.738,-5.464,7777,-5.773,-5.773,-6.21
3340,2011,5,20,3,-0.631,-0.735,-1.471,-1.739,-2.009,-3.569,-4.738,-5.464,7777,-5.773,-5.773,-6.147
3341,2011,5,20,4,-0.631,-0.735,-1.418,-1.685,-1.955,-3.569,-4.679,-5.403,7777,-5.773,-5.773,-6.147
3342,2011,5,20,5,-0.631,-0.735,-1.418,-1.631,-1.955,-3.512,-4.679,-5.403,7777,-5.773,-5.773,-6.147
3343,2011,5,20,6,-0.626,-0.73,-1.413,-1.626,-1.895,-3.449,-4.672,-5.396,7777,-5.765,-5.765,-6.14
3344,2011,5,20,7,-0.62,-0.776,-1.406,-1.62,-1.888,-3.441,-4.664,-5.387,7777,-5.756,-5.756,-6.193
3345,2011,5,20,8,-0.596,-0.7,-1.435,-1.595,-1.863,-3.414,-4.575,-5.418,7777,-5.725,-5.787,-6.162
3346,2011,5,20,9,-0.506,-0.713,-1.395,-1.608,-1.822,-3.37,-4.589,-5.371,7777,-5.739,-5.739,-6.113
3347,2011,5,20,10,-0.499,-0.705,-1.387,-1.6,-1.814,-3.362,-4.58,-5.361,7777,-5.73,-5.792,-6.166
3348,2011,5,20,11,-0.402,-0.659,-1.393,-1.553,-1.767,-3.255,-4.527,-5.308,7777,-5.737,-5.737,-6.111
3349,2011,5,20,12,-0.305,-0.613,-1.346,-1.505,-1.719,-3.205,-4.475,-5.315,7777,-5.682,-5.682,-6.118
3350,2011,5,20,13,-0.148,-0.455,-1.289,-1.501,-1.715,-3.2,-4.411,-5.249,7777,-5.677,-5.677,-6.113
3351,2011,5,20,14,-0.074,-0.431,-1.212,-1.424,-1.691,-3.175,-4.444,-5.283,7777,-5.712,-5.712,-6.148
3352,2011,5,20,15,-0.074,-0.38,-1.16,-1.371,-1.637,-3.175,-4.385,-5.283,7777,-5.712,-5.712,-6.148
3353,2011,5,20,16,-0.072,-0.378,-1.105,-1.316,-1.582,-3.06,-4.324,-5.22,7777,-5.648,-5.71,-6.083
3354,2011,5,20,17,-0.153,-0.357,-1.084,-1.295,-1.56,-2.982,-4.242,-5.196,7777,-5.686,-5.686,-6.059
3355,2011,5,20,18,-0.242,-0.395,-1.123,-1.281,-1.546,-2.8,-2.744,-5.18,7777,-5.669,-5.669,-6.105
3356,2011,5,20,19,-0.278,-0.38,-1.055,-1.212,-1.477,-2.617,-3.119,-5.101,7777,-5.651,-5.651,-6.086
3357,2011,5,20,20,-0.301,-0.403,-1.078,-1.183,-1.395,-2.531,-3.37,-5.067,7777,-5.678,-5.678,-6.113
3358,2011,5,20,21,-0.272,-0.375,-0.997,-1.154,-1.366,-2.39,-3.453,-5.035,7777,-5.644,-5.644,-6.079
3359,2011,5,20,22,-0.304,-0.355,-0.977,-1.134,-1.345,-2.315,-3.488,-5.012,7777,-5.683,-5.683,-6.119
3360,2011,5,20,23,-0.306,-0.306,-0.926,-1.084,-1.242,-2.262,-3.491,-4.955,7777,-5.624,-5.686,-6.059
3361,2011,5,21,0,-0.306,-0.306,-0.926,-1.031,-1.189,-2.153,-3.491,-4.955,7777,-5.562,-5.624,-6.059
3362,2011,5,21,1,-0.354,-0.354,-0.923,-1.08,-1.186,-2.15,-3.545,-4.892,7777,-5.622,-5.683,-6.119
3363,2011,5,21,2,-0.311,-0.311,-0.88,-1.037,-1.142,-2.105,-3.498,-4.902,7777,-5.571,-5.632,-6.067
3364,2011,5,21,3,-0.311,-0.311,-0.88,-0.984,-1.089,-2.051,-3.498,-4.842,7777,-5.571,-5.632,-6.005
3365,2011,5,21,4,-0.311,-0.311,-0.88,-0.984,-1.089,-2.051,-3.498,-4.842,7777,-5.571,-5.632,-6.067
3366,2011,5,21,5,-0.311,-0.311,-0.88,-0.984,-1.089,-2.051,-3.498,-4.842,7777,-5.571,-5.632,-6.067
3367,2011,5,21,6,-0.255,-0.306,-0.823,-0.927,-1.032,-1.991,-3.434,-4.775,7777,-5.563,-5.624,-6.059
3368,2011,5,21,7,-0.178,-0.28,-0.848,-0.9,-1.004,-2.017,-3.461,-4.803,7777,-5.53,-5.653,-6.026
3369,2011,5,21,8,-0.046,-0.199,-0.817,-0.869,-0.973,-1.984,-3.484,-4.767,7777,-5.554,-5.616,-6.05
3370,2011,5,21,9,0.159,-0.145,-0.762,-0.866,-0.971,-1.981,-3.423,-4.703,7777,-5.55,-5.55,-6.045
3371,2011,5,21,10,0.262,-0.091,-0.759,-0.811,-0.967,-1.924,-3.42,-4.7,7777,-5.546,-5.546,-6.041
3372,2011,5,21,11,0.412,-0.041,-0.707,-0.811,-0.915,-1.87,-3.42,-4.7,7777,-5.485,-5.607,-6.042
3373,2011,5,21,12,0.551,0.049,-0.667,-0.823,-0.875,-1.882,-3.432,-4.652,7777,-5.497,-5.558,-5.992
3374,2011,5,21,13,0.422,-0.031,-0.697,-0.801,-0.905,-1.859,-3.408,-4.686,7777,-5.471,-5.593,-6.027
3375,2011,5,21,14,0.467,0.015,-0.65,-0.754,-0.858,-1.81,-3.356,-4.633,7777,-5.415,-5.538,-5.971
3376,2011,5,21,15,0.213,-0.091,-0.706,-0.758,-0.81,-1.815,-3.305,-4.58,7777,-5.422,-5.545,-5.978
3377,2011,5,21,16,0.056,-0.147,-0.713,-0.765,-0.817,-1.768,-3.313,-4.588,7777,-5.431,-5.554,-5.987
3378,2011,5,21,17,0.157,-0.097,-0.661,-0.765,-0.817,-1.768,-3.313,-4.589,7777,-5.432,-5.493,-5.988
3379,2011,5,21,18,0.005,-0.147,-0.713,-0.713,-0.765,-1.715,-3.257,-4.529,7777,-5.371,-5.493,-5.988
3380,2011,5,21,19,-0.147,-0.147,-0.661,-0.713,-0.765,-1.715,-3.257,-4.47,7777,-5.371,-5.493,-5.925
3381,2011,5,21,20,-0.051,-0.153,-0.666,-0.718,-0.718,-1.667,-3.207,-4.478,7777,-5.379,-5.501,-5.934
3382,2011,5,21,21,-0.158,-0.209,-0.672,-0.672,-0.775,-1.673,-3.214,-4.485,7777,-5.387,-5.509,-5.942
3383,2011,5,21,22,-0.26,-0.209,-0.672,-0.672,-0.724,-1.673,-3.214,-4.426,7777,-5.387,-5.509,-5.942
3384,2011,5,21,23,-0.26,-0.209,-0.672,-0.672,-0.672,-1.62,-3.157,-4.426,7777,-5.326,-5.448,-5.88
3385,2011,5,22,0,-0.26,-0.209,-0.672,-0.672,-0.672,-1.62,-3.101,-4.367,7777,-5.265,-5.448,-5.88
3386,2011,5,22,1,-0.299,-0.197,-0.66,-0.66,-0.66,-1.607,-3.089,-4.355,7777,-5.313,-5.435,-5.929
3387,2011,5,22,2,-0.265,-0.214,-0.677,-0.677,-0.677,-1.572,-3.108,-4.375,7777,-5.334,-5.456,-5.889
3388,2011,5,22,3,-0.214,-0.214,-0.625,-0.625,-0.677,-1.572,-3.052,-4.316,7777,-5.273,-5.395,-5.889
3389,2011,5,22,4,-0.214,-0.163,-0.625,-0.625,-0.625,-1.572,-3.052,-4.316,7777,-5.273,-5.395,-5.889
3390,2011,5,22,5,-0.112,-0.163,-0.625,-0.625,-0.677,-1.572,-3.052,-4.316,7777,-5.273,-5.395,-5.889
3391,2011,5,22,6,0.195,-0.058,-0.57,-0.57,-0.621,-1.514,-2.99,-4.252,7777,-5.206,-5.389,-5.882
3392,2011,5,22,7,0.588,0.087,-0.526,-0.577,-0.629,-1.522,-2.998,-4.259,7777,-5.214,-5.396,-5.827
3393,2011,5,22,8,0.852,0.154,-0.457,-0.56,-0.56,-1.503,-2.978,-4.238,7777,-5.191,-5.373,-5.804
3394,2011,5,22,9,1.149,0.257,-0.455,-0.558,-0.609,-1.501,-2.975,-4.235,7777,-5.188,-5.371,-5.863
3395,2011,5,22,10,2.3,0.656,-0.352,-0.506,-0.558,-1.501,-2.975,-4.177,7777,-5.188,-5.371,-5.801
3396,2011,5,22,11,3.953,1.149,-0.148,-0.403,-0.558,-1.501,-2.919,-4.177,7777,-5.188,-5.371,-5.801
3397,2011,5,22,12,4.707,1.343,-0.046,-0.352,-0.506,-1.501,-2.919,-4.177,7777,-5.128,-5.31,-5.801
3398,2011,5,22,13,4.051,1.158,-0.138,-0.393,-0.548,-1.491,-2.909,-4.165,7777,-5.176,-5.359,-5.789
3399,2011,5,22,14,4.088,1.149,-0.147,-0.403,-0.506,-1.448,-2.919,-4.118,7777,-5.127,-5.309,-5.801
3400,2011,5,22,15,5.186,1.343,-0.046,-0.352,-0.454,-1.448,-2.863,-4.118,7777,-5.128,-5.249,-5.801
3401,2011,5,22,16,5.906,1.529,0.047,-0.309,-0.463,-1.456,-2.872,-4.126,7777,-5.076,-5.257,-5.748
3402,2011,5,22,17,4.406,1.206,-0.037,-0.343,-0.446,-1.439,-2.854,-4.108,7777,-5.117,-5.238,-5.79
3403,2011,5,22,18,4.399,1.198,-0.046,-0.352,-0.454,-1.395,-2.808,-4.06,7777,-5.067,-5.249,-5.739
3404,2011,5,22,19,3.066,0.926,-0.125,-0.38,-0.431,-1.424,-2.839,-4.034,7777,-5.041,-5.222,-5.774
3405,2011,5,22,20,1.83,0.562,-0.296,-0.398,-0.449,-1.39,-2.803,-3.997,7777,-5.063,-5.244,-5.735
3406,2011,5,22,21,0.35,0.148,-0.412,-0.463,-0.463,-1.404,-2.819,-4.014,7777,-5.02,-5.262,-5.753
3407,2011,5,22,22,-0.422,-0.065,-0.474,-0.474,-0.474,-1.362,-2.775,-3.968,7777,-5.033,-5.215,-5.705
3408,2011,5,22,23,-0.501,-0.091,-0.501,-0.449,-0.449,-1.337,-2.749,-3.999,7777,-5.005,-5.186,-5.738
3409,2011,5,23,0,-0.719,-0.204,-0.564,-0.461,-0.461,-1.402,-2.762,-4.013,7777,-5.02,-5.202,-5.754
3410,2011,5,23,1,-0.368,-0.112,-0.522,-0.471,-0.471,-1.36,-2.773,-3.967,7777,-5.033,-5.214,-5.767
3411,2011,5,23,2,-0.522,-0.163,-0.522,-0.471,-0.419,-1.359,-2.716,-3.908,7777,-4.97,-5.152,-5.702
3412,2011,5,23,3,-0.471,-0.163,-0.522,-0.471,-0.419,-1.359,-2.716,-3.908,7777,-4.97,-5.152,-5.702
3413,2011,5,23,4,0.395,0.144,-0.416,-0.416,-0.416,-1.303,-2.712,-3.903,7777,-4.965,-5.146,-5.697
3414,2011,5,23,5,1.868,0.552,-0.255,-0.358,-0.409,-1.348,-2.704,-3.894,7777,-4.956,-5.136,-5.625
3415,2011,5,23,6,3.112,0.926,-0.125,-0.329,-0.38,-1.318,-2.672,-3.918,7777,-4.921,-5.162,-5.651
3416,2011,5,23,7,4.403,1.203,-0.04,-0.295,-0.398,-1.336,-2.69,-3.879,7777,-4.94,-5.121,-5.67
3417,2011,5,23,8,4.183,1.107,-0.089,-0.293,-0.395,-1.334,-2.688,-3.877,7777,-4.877,-5.118,-5.668
3418,2011,5,23,9,5.616,1.44,0.056,-0.249,-0.352,-1.342,-2.641,-3.886,7777,-4.887,-5.128,-5.616
3419,2011,5,23,10,6.465,1.687,0.162,-0.141,-0.346,-1.335,-2.69,-3.879,7777,-4.879,-5.12,-5.67
3420,2011,5,23,11,6.588,1.829,0.312,0.01,-0.193,-1.283,-2.635,-3.821,7777,-4.819,-5.059,-5.608
3421,2011,5,23,12,7.084,2.067,0.362,-0.041,-0.244,-1.283,-2.579,-3.763,7777,-4.819,-5.059,-5.546
3422,2011,5,23,13,6.754,2.067,0.362,-0.092,-0.244,-1.283,-2.579,-3.763,7777,-4.819,-5.059,-5.546
3423,2011,5,23,14,7.247,2.351,0.412,-0.041,-0.244,-1.283,-2.579,-3.763,7777,-4.819,-5.059,-5.546
3424,2011,5,23,15,7.001,2.398,0.412,-0.041,-0.244,-1.23,-2.524,-3.763,7777,-4.819,-4.999,-5.546
3425,2011,5,23,16,9.43,3.323,0.661,0.01,-0.193,-1.23,-2.579,-3.763,7777,-4.819,-4.999,-5.546
3426,2011,5,23,17,10.16,4.005,0.814,0.065,-0.188,-1.225,-2.573,-3.699,7777,-4.811,-4.991,-5.538
3427,2011,5,23,18,6.277,2.658,0.441,-0.062,-0.215,-1.2,-2.547,-3.73,7777,-4.784,-4.964,-5.51
3428,2011,5,23,19,6.837,2.91,0.512,-0.091,-0.244,-1.23,-2.524,-3.706,7777,-4.759,-4.999,-5.546
3429,2011,5,23,20,3.291,1.458,0.074,-0.18,-0.282,-1.216,-2.51,-3.691,7777,-4.744,-4.984,-5.531
3430,2011,5,23,21,1.921,0.953,-0.046,-0.249,-0.249,-1.183,-2.475,-3.713,7777,-4.707,-4.947,-5.493
3431,2011,5,23,22,1.581,0.751,-0.152,-0.254,-0.305,-1.241,-2.537,-3.662,7777,-4.715,-4.954,-5.501
3432,2011,5,23,23,1.095,0.552,-0.204,-0.306,-0.306,-1.189,-2.482,-3.662,7777,-4.715,-4.955,-5.44
3433,2011,5,24,0,0.923,0.477,-0.229,-0.332,-0.332,-1.163,-2.455,-3.692,7777,-4.746,-4.926,-5.472
3434,2011,5,24,1,1.095,0.552,-0.204,-0.307,-0.307,-1.19,-2.428,-3.663,7777,-4.716,-4.895,-5.441
3435,2011,5,24,2,-0.082,0.07,-0.337,-0.337,-0.286,-1.168,-2.461,-3.641,7777,-4.693,-4.932,-5.478
3436,2011,5,24,3,0.498,0.247,-0.311,-0.311,-0.311,-1.195,-2.488,-3.612,7777,-4.663,-4.902,-5.509
3437,2011,5,24,4,0.398,0.247,-0.362,-0.362,-0.311,-1.195,-2.488,-3.612,7777,-4.663,-4.902,-5.448
3438,2011,5,24,5,2.568,1.085,-0.112,-0.265,-0.265,-1.147,-2.438,-3.56,7777,-4.609,-4.847,-5.453
3439,2011,5,24,6,4.329,1.988,0.177,-0.178,-0.28,-1.162,-2.453,-3.633,7777,-4.684,-4.863,-5.408
3440,2011,5,24,7,6.871,2.948,0.454,-0.1,-0.202,-1.134,-2.424,-3.601,7777,-4.591,-4.83,-5.434
3441,2011,5,24,8,9.12,3.959,0.764,0.014,-0.189,-1.173,-2.409,-3.586,7777,-4.634,-4.873,-5.417
3442,2011,5,24,9,9.39,4.097,0.819,0.07,-0.132,-1.114,-2.402,-3.52,7777,-4.566,-4.804,-5.407
3443,2011,5,24,10,10.46,4.628,1.016,0.121,-0.132,-1.166,-2.401,-3.577,7777,-4.566,-4.804,-5.407
3444,2011,5,24,11,11.54,5.108,1.162,0.171,-0.081,-1.114,-2.401,-3.52,7777,-4.566,-4.804,-5.407
3445,2011,5,24,12,11.32,4.977,1.112,0.119,-0.134,-1.169,-2.405,-3.581,7777,-4.629,-4.868,-5.412
3446,2011,5,24,13,10.04,4.581,1.011,0.116,-0.137,-1.172,-2.408,-3.527,7777,-4.573,-4.811,-5.415
3447,2011,5,24,14,10.95,4.844,1.109,0.166,-0.137,-1.172,-2.353,-3.527,7777,-4.573,-4.811,-5.354
3448,2011,5,24,15,10.42,4.757,1.158,0.166,-0.086,-1.119,-2.353,-3.47,7777,-4.573,-4.752,-5.354
3449,2011,5,24,16,10.65,4.931,1.255,0.217,-0.086,-1.119,-2.353,-3.47,7777,-4.514,-4.811,-5.354
3450,2011,5,24,17,10.46,4.931,1.304,0.217,-0.086,-1.119,-2.353,-3.47,7777,-4.514,-4.752,-5.354
3451,2011,5,24,18,9.59,4.581,1.206,0.217,-0.086,-1.119,-2.298,-3.47,7777,-4.514,-4.752,-5.293
3452,2011,5,24,19,8.13,3.957,1.057,0.163,-0.09,-1.07,-2.302,-3.417,7777,-4.518,-4.696,-5.298
3453,2011,5,24,20,5.404,2.725,0.612,0.01,-0.142,-1.072,-2.304,-3.42,7777,-4.463,-4.7,-5.301
3454,2011,5,24,21,3.638,1.825,0.307,-0.046,-0.147,-1.078,-2.256,-3.427,7777,-4.47,-4.707,-5.31
3455,2011,5,24,22,1.694,0.966,0.018,-0.185,-0.185,-1.065,-2.297,-3.413,7777,-4.456,-4.693,-5.295
3456,2011,5,24,23,0.403,0.302,-0.204,-0.204,-0.204,-1.084,-2.262,-3.377,7777,-4.419,-4.656,-5.257
3457,2011,5,25,0,0.045,0.146,-0.26,-0.26,-0.26,-1.089,-2.269,-3.441,7777,-4.426,-4.723,-5.265
3458,2011,5,25,1,-0.362,-0.056,-0.311,-0.26,-0.209,-1.089,-2.269,-3.384,7777,-4.426,-4.663,-5.265
3459,2011,5,25,2,-0.353,-0.046,-0.353,-0.301,-0.25,-1.08,-2.259,-3.374,7777,-4.416,-4.653,-5.255
3460,2011,5,25,3,-0.522,-0.112,-0.368,-0.316,-0.265,-1.042,-2.22,-3.391,7777,-4.434,-4.671,-5.212
3461,2011,5,25,4,-0.112,0.04,-0.368,-0.316,-0.265,-1.042,-2.275,-3.391,7777,-4.375,-4.671,-5.212
3462,2011,5,25,5,1.307,0.618,-0.188,-0.239,-0.188,-1.068,-2.246,-3.361,7777,-4.402,-4.639,-5.241
3463,2011,5,25,6,4.171,1.96,0.247,-0.107,-0.209,-1.089,-2.269,-3.384,7777,-4.426,-4.663,-5.265
3464,2011,5,25,7,5.656,2.67,0.502,-1.00E-03,-0.153,-1.032,-2.208,-3.321,7777,-4.36,-4.597,-5.197
3465,2011,5,25,8,6.438,3.02,0.629,0.027,-0.125,-1.055,-2.178,-3.346,7777,-4.386,-4.623,-5.223
3466,2011,5,25,9,8.65,4.088,0.953,0.156,-0.097,-1.026,-2.256,-3.313,7777,-4.411,-4.648,-5.188
3467,2011,5,25,10,8.92,4.266,1.051,0.157,-0.096,-1.078,-2.201,-3.313,7777,-4.411,-4.647,-5.188
3468,2011,5,25,11,9.2,4.443,1.149,0.157,-0.046,-1.026,-2.201,-3.257,7777,-4.352,-4.589,-5.188
3469,2011,5,25,12,8.73,4.221,1.1,0.157,-0.046,-1.026,-2.147,-3.257,7777,-4.294,-4.529,-5.188
3470,2011,5,25,13,9.55,4.619,1.198,0.207,-0.046,-1.078,-2.201,-3.313,7777,-4.352,-4.589,-5.188
3471,2011,5,25,14,10.32,5.022,1.305,0.268,-0.035,-1.067,-2.19,-3.301,7777,-4.339,-4.575,-5.175
3472,2011,5,25,15,10.31,5.02,1.352,0.266,-0.037,-1.069,-2.192,-3.247,7777,-4.342,-4.578,-5.177
3473,2011,5,25,16,10.76,5.275,1.493,0.312,0.01,-1.02,-2.141,-3.25,7777,-4.286,-4.522,-5.12
3474,2011,5,25,17,10.33,5.04,1.374,0.29,-0.013,-1.044,-2.166,-3.276,7777,-4.255,-4.549,-5.087
3475,2011,5,25,18,8.43,4.237,1.166,0.225,-0.027,-1.006,-2.127,-3.236,7777,-4.272,-4.507,-5.105
3476,2011,5,25,19,4.355,2.488,0.607,0.056,-0.097,-0.973,-2.147,-3.2,7777,-4.235,-4.529,-5.128
3477,2011,5,25,20,2.884,1.561,0.282,-0.072,-0.122,-1,-2.121,-3.23,7777,-4.267,-4.502,-5.1
3478,2011,5,25,21,2.055,1.14,0.096,-0.107,-0.158,-0.984,-2.105,-3.214,7777,-4.25,-4.485,-5.083
3479,2011,5,25,22,1.211,0.72,-0.032,-0.185,-0.185,-1.013,-2.135,-3.188,7777,-4.223,-4.459,-5.056
3480,2011,5,25,23,0.293,0.293,-0.214,-0.214,-0.214,-0.99,-2.111,-3.22,7777,-4.257,-4.493,-5.091
3481,2011,5,26,0,-0.419,-0.01,-0.316,-0.214,-0.214,-0.99,-2.111,-3.164,7777,-4.199,-4.493,-5.091
3482,2011,5,26,1,-0.422,-0.064,-0.319,-0.217,-0.166,-0.993,-2.114,-3.167,7777,-4.202,-4.437,-5.034
3483,2011,5,26,2,-0.597,-0.135,-0.34,-0.289,-0.186,-0.962,-2.136,-3.19,7777,-4.226,-4.462,-5.059
3484,2011,5,26,3,-0.562,-0.101,-0.356,-0.305,-0.203,-0.979,-2.1,-3.152,7777,-4.187,-4.422,-5.079
3485,2011,5,26,4,-0.67,-0.156,-0.412,-0.258,-0.207,-0.983,-2.104,-3.157,7777,-4.192,-4.486,-5.024
3486,2011,5,26,5,1.24,0.5,-0.206,-0.258,-0.206,-0.982,-2.104,-3.157,7777,-4.191,-4.485,-5.023
3487,2011,5,26,6,4.215,1.864,0.297,-0.057,-0.159,-0.985,-2.052,-3.158,7777,-4.192,-4.427,-5.024
3488,2011,5,26,7,4.174,1.869,0.252,-0.102,-0.102,-0.979,-2.045,-3.094,7777,-4.184,-4.419,-5.015
3489,2011,5,26,8,7.692,3.683,0.903,0.156,-0.047,-0.974,-2.039,-3.145,7777,-4.178,-4.412,-5.008
3490,2011,5,26,9,9.44,4.59,1.214,0.224,-0.028,-0.955,-2.074,-3.124,7777,-4.156,-4.391,-4.986
3491,2011,5,26,10,8.09,3.724,0.949,0.152,1.00E-03,-0.925,-2.042,-3.091,7777,-4.122,-4.356,-4.95
3492,2011,5,26,11,11.06,5.315,1.489,0.308,0.006,-0.919,-2.037,-3.085,7777,-4.115,-4.35,-4.944
3493,2011,5,26,12,4.883,2.582,0.608,0.056,-0.045,-0.972,-2.038,-3.087,7777,-4.117,-4.351,-4.946
3494,2011,5,26,13,11.12,5.174,1.426,0.293,0.041,-0.989,-2.054,-3.048,7777,-4.135,-4.37,-4.965
3495,2011,5,26,14,12.13,5.881,1.693,0.369,0.068,-0.961,-2.025,-3.13,7777,-4.104,-4.397,-4.992
3496,2011,5,26,15,11.35,5.661,1.686,0.362,0.06,-0.968,-2.032,-3.081,7777,-4.111,-4.345,-4.939
3497,2011,5,26,16,11.65,5.789,1.734,0.412,0.06,-0.968,-2.032,-3.081,7777,-4.111,-4.345,-4.939
3498,2011,5,26,17,11,5.505,1.703,0.381,0.079,-0.948,-2.012,-3.06,7777,-4.089,-4.323,-4.916
3499,2011,5,26,18,10.09,5.117,1.558,0.33,0.028,-0.949,-2.013,-3.061,7777,-4.09,-4.324,-4.917
3500,2011,5,26,19,8.45,4.358,1.299,0.262,0.01,-0.915,-2.032,-3.081,7777,-4.053,-4.345,-4.939
3501,2011,5,26,20,6.312,3.341,0.926,0.18,-0.022,-0.949,-2.013,-3.061,7777,-4.032,-4.324,-4.918
3502,2011,5,26,21,4.575,2.488,0.657,0.106,-0.046,-0.921,-1.984,-3.031,7777,-4.06,-4.294,-4.887
3503,2011,5,26,22,1.895,1.22,0.179,-0.074,-0.074,-0.898,-1.96,-3.007,7777,-4.034,-4.268,-4.861
3504,2011,5,26,23,-0.244,0.112,-0.244,-0.193,-0.142,-0.916,-1.979,-3.027,7777,-4.056,-4.29,-4.883
3505,2011,5,27,0,-1.13,-0.299,-0.402,-0.197,-0.146,-0.92,-1.984,-2.976,7777,-4.004,-4.296,-4.83
3506,2011,5,27,1,-1.358,-0.366,-0.417,-0.263,-0.161,-0.936,-1.947,-3.05,7777,-4.023,-4.315,-4.85
3507,2011,5,27,2,-1.206,-0.322,-0.424,-0.27,-0.168,-0.891,-1.955,-3.002,7777,-3.973,-4.265,-4.858
3508,2011,5,27,3,-0.943,-0.219,-0.373,-0.27,-0.168,-0.943,-1.955,-3.002,7777,-4.031,-4.265,-4.858
3509,2011,5,27,4,-0.064,0.038,-0.319,-0.268,-0.166,-0.941,-1.952,-2.999,7777,-4.028,-4.262,-4.915
3510,2011,5,27,5,1.956,0.791,-0.061,-0.163,-0.112,-0.885,-1.949,-2.995,7777,-4.024,-4.257,-4.85
3511,2011,5,27,6,4.745,2.15,0.448,-0.005,-0.107,-0.932,-1.942,-2.989,7777,-4.016,-4.25,-4.902
3512,2011,5,27,7,7.024,3.483,0.932,0.135,-0.017,-0.891,-1.954,-3,7777,-3.969,-4.202,-4.853
3513,2011,5,27,8,9.11,4.439,1.291,0.254,0.052,-0.924,-1.933,-2.978,7777,-3.946,-4.238,-4.829
3514,2011,5,27,9,11.24,5.573,1.732,0.411,0.06,-0.864,-1.924,-2.969,7777,-3.936,-4.169,-4.759
3515,2011,5,27,10,12.05,6.046,1.929,0.467,0.116,-0.91,-1.918,-2.962,7777,-3.929,-4.22,-4.811
